"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"SERIES"
"id","label","description"
"FXUSDCAD","USD/CAD","US dollar to Canadian dollar daily exchange rate"

"OBSERVATIONS"
"date","FXUSDCAD"
"2023-12-11","1.3570"
"2023-12-12","1.3599"
"2023-12-13","1.3561"
"2023-12-14","1.3419"
"2023-12-15","1.3378"
"2023-12-18","1.3387"
"2023-12-19","1.3344"
"2023-12-20","1.3331"
"2023-12-21","1.3311"
"2023-12-22","1.3258"
"2023-12-27","1.3205"
"2023-12-28","1.3212"
"2023-12-29","1.3226"
"2024-01-02","1.3316"
"2024-01-03","1.3356"
"2024-01-04","1.3354"
"2024-01-05","1.3347"
"2024-01-08","1.3372"
"2024-01-09","1.3391"
"2024-01-10","1.3382"
"2024-01-11","1.3409"
"2024-01-12","1.3387"
"2024-01-15","1.3436"
"2024-01-16","1.3483"
"2024-01-17","1.3522"
"2024-01-18","1.3505"
"2024-01-19","1.3462"
"2024-01-22","1.3454"
"2024-01-23","1.3478"
"2024-01-24","1.3484"
"2024-01-25","1.3496"
"2024-01-26","1.3449"
"2024-01-29","1.3442"
"2024-01-30","1.3417"
"2024-01-31","1.3397"
"2024-02-01","1.3404"
"2024-02-02","1.3454"
"2024-02-05","1.3527"
"2024-02-06","1.3506"
"2024-02-07","1.3469"
"2024-02-08","1.3467"
"2024-02-09","1.3458"
"2024-02-12","1.3450"
"2024-02-13","1.3556"
"2024-02-14","1.3550"
"2024-02-15","1.3493"
"2024-02-16","1.3484"
"2024-02-20","1.3518"
"2024-02-21","1.3512"
"2024-02-22","1.3494"
"2024-02-23","1.3494"
"2024-02-26","1.3515"
"2024-02-27","1.3521"
"2024-02-28","1.3574"
"2024-02-29","1.3570"
"2024-03-01","1.3564"
"2024-03-04","1.3572"
"2024-03-05","1.3582"
"2024-03-06","1.3528"
"2024-03-07","1.3474"
"2024-03-08","1.3471"
"2024-03-11","1.3491"
"2024-03-12","1.3499"
"2024-03-13","1.3472"
"2024-03-14","1.3512"
"2024-03-15","1.3533"
"2024-03-18","1.3541"
"2024-03-19","1.3581"
"2024-03-20","1.3559"
"2024-03-21","1.3525"
"2024-03-22","1.3593"
"2024-03-25","1.3583"
"2024-03-26","1.3572"
"2024-03-27","1.3587"
"2024-03-28","1.3550"
"2024-04-01","1.3574"
"2024-04-02","1.3572"
"2024-04-03","1.3537"
"2024-04-04","1.3504"
"2024-04-05","1.3598"
"2024-04-08","1.3582"
"2024-04-09","1.3578"
"2024-04-10","1.3671"
"2024-04-11","1.3692"
"2024-04-12","1.3766"
"2024-04-15","1.3764"
"2024-04-16","1.3821"
"2024-04-17","1.3794"
"2024-04-18","1.3764"
"2024-04-19","1.3748"
"2024-04-22","1.3715"
"2024-04-23","1.3673"
"2024-04-24","1.3709"
"2024-04-25","1.3689"
"2024-04-26","1.3668"
"2024-04-29","1.3658"
"2024-04-30","1.3746"
"2024-05-01","1.3759"
"2024-05-02","1.3698"
"2024-05-03","1.3672"
"2024-05-06","1.3661"
"2024-05-07","1.3705"
"2024-05-08","1.3734"
"2024-05-09","1.3692"
"2024-05-10","1.3665"
"2024-05-13","1.3672"
"2024-05-14","1.3653"
"2024-05-15","1.3615"
"2024-05-16","1.3620"
"2024-05-17","1.3615"
"2024-05-21","1.3649"
"2024-05-22","1.3674"
"2024-05-23","1.3702"
"2024-05-24","1.3673"
"2024-05-27","1.3636"
"2024-05-28","1.3638"
"2024-05-29","1.3700"
"2024-05-30","1.3678"
"2024-05-31","1.3637"
"2024-06-03","1.3635"
"2024-06-04","1.3681"
"2024-06-05","1.3696"
"2024-06-06","1.3686"
"2024-06-07","1.3740"
"2024-06-10","1.3765"
"2024-06-11","1.3767"
"2024-06-12","1.3700"
"2024-06-13","1.3746"
"2024-06-14","1.3751"
"2024-06-17","1.3743"
"2024-06-18","1.3723"
"2024-06-19","1.3709"
"2024-06-20","1.3698"
"2024-06-21","1.3702"
"2024-06-24","1.3663"
"2024-06-25","1.3659"
"2024-06-26","1.3696"
"2024-06-27","1.3690"
"2024-06-28","1.3687"
"2024-07-02","1.3697"
"2024-07-03","1.3637"
"2024-07-04","1.3613"
"2024-07-05","1.3633"
"2024-07-08","1.3634"
"2024-07-09","1.3638"
"2024-07-10","1.3620"
"2024-07-11","1.3624"
"2024-07-12","1.3628"
"2024-07-15","1.3664"
"2024-07-16","1.3686"
"2024-07-17","1.3685"
"2024-07-18","1.3696"
"2024-07-19","1.3727"
"2024-07-22","1.3755"
"2024-07-23","1.3768"
"2024-07-24","1.3794"
"2024-07-25","1.3819"
"2024-07-26","1.3830"
"2024-07-29","1.3852"
"2024-07-30","1.3851"
"2024-07-31","1.3809"
"2024-08-01","1.3846"
"2024-08-02","1.3858"
"2024-08-06","1.3794"
"2024-08-07","1.3739"
"2024-08-08","1.3743"
"2024-08-09","1.3732"
"2024-08-12","1.3738"
"2024-08-13","1.3723"
"2024-08-14","1.3711"
"2024-08-15","1.3715"
"2024-08-16","1.3707"
"2024-08-19","1.3651"
"2024-08-20","1.3627"
"2024-08-21","1.3592"
"2024-08-22","1.3602"
"2024-08-23","1.3529"
"2024-08-26","1.3481"
"2024-08-27","1.3460"
"2024-08-28","1.3471"
"2024-08-29","1.3474"
"2024-08-30","1.3491"
"2024-09-03","1.3548"
"2024-09-04","1.3525"
"2024-09-05","1.3514"
"2024-09-06","1.3545"
"2024-09-09","1.3561"
"2024-09-10","1.3599"
"2024-09-11","1.3589"
"2024-09-12","1.3591"
"2024-09-13","1.3586"
"2024-09-16","1.3593"
"2024-09-17","1.3596"
"2024-09-18","1.3590"
"2024-09-19","1.3563"
"2024-09-20","1.3565"
"2024-09-23","1.3510"
"2024-09-24","1.3468"
"2024-09-25","1.3462"
"2024-09-26","1.3474"
"2024-09-27","1.3499"
"2024-10-01","1.3504"
"2024-10-02","1.3491"
"2024-10-03","1.3540"
"2024-10-04","1.3577"
"2024-10-07","1.3609"
"2024-10-08","1.3657"
"2024-10-09","1.3690"
"2024-10-10","1.3754"
"2024-10-11","1.3761"
"2024-10-15","1.3805"
"2024-10-16","1.3771"
"2024-10-17","1.3789"
"2024-10-18","1.3802"
"2024-10-21","1.3835"
"2024-10-22","1.3825"
"2024-10-23","1.3843"
"2024-10-24","1.3845"
"2024-10-25","1.3872"
"2024-10-28","1.3895"
"2024-10-29","1.3911"
"2024-10-30","1.3915"
"2024-10-31","1.3916"
"2024-11-01","1.3932"
"2024-11-04","1.3894"
"2024-11-05","1.3854"
"2024-11-06","1.3935"
"2024-11-07","1.3866"
"2024-11-08","1.3913"
"2024-11-12","1.3944"
"2024-11-13","1.3980"
"2024-11-14","1.4027"
"2024-11-15","1.4079"
"2024-11-18","1.4042"
"2024-11-19","1.3981"
"2024-11-20","1.3993"
"2024-11-21","1.3960"
"2024-11-22","1.3979"
"2024-11-25","1.3980"
"2024-11-26","1.4082"
"2024-11-27","1.4036"
"2024-11-28","1.4010"
"2024-11-29","1.4010"
"2024-12-02","1.4056"
"2024-12-03","1.4056"
"2024-12-04","1.4066"
"2024-12-05","1.4038"
"2024-12-06","1.4136"
"2024-12-09","1.4130"
"2024-12-10","1.4167"
"2024-12-11","1.4154"
"2024-12-12","1.4188"
"2024-12-13","1.4231"
"2024-12-16","1.4239"
"2024-12-17","1.4305"
"2024-12-18","1.4343"
"2024-12-19","1.4370"
"2024-12-20","1.4365"
"2024-12-23","1.4395"
"2024-12-24","1.4386"
"2024-12-27","1.4416"
"2024-12-30","1.4379"
"2024-12-31","1.4389"
